Id_Complex,Id_Simple
Solusi-solusi lokal yang telah dipaparkan dapat membantu komunitas-komunitas untuk membangun pergerakan yang berkelanjutan untuk melawan kebijakan-kebijakan kolot oleh berbagai pemerintahan.,Solusi-solusi lokal ini dapat menyediakan sarana bagi masyarakat untuk membangun gerakan yang berkelanjutan untuk melawan kebijakan-kebijakan draconia dari pemerintah manapun.
Anda dapat mengikuti lima tips yang diberikan oleh Sean Maples yang ditulis pada ChinaHush:,Lihat rincian lima tips berikut yang diberikan oleh Sean Maples pada ChinaHush:
"Dewasa ini, apikultur dan produk lebah telah membuka cabang pe-nelitian baru di negara-negara yang sudah maju dalam hal ilmu pengetahuan.","Dewasa ini, apikultur dan produk lebah telah membuka cabang baru untuk penelitian di negeri - negeri yang lebih maju dalam ilmu pengetahuan."
Dengan data yang panjang itulah kita dapat menyebut bahwa Indonesia beriklim monsun tropis.,Melalui data panjang kita bisa mengatakan bahwa Indonesia memiliki iklim monsun tropis.
Kita semua harus menjadi agen perubahan yang dibutuhkan dunia ini.,Kau dan aku harus menjadi perubahan yang dibutuhkan dunia ini.
"Kredit yang disetujui kalangan perbankan namun belum tersalurkan atau undisbursed loans di Jawa Tengah pada posisi Februari 2007 mencapai Rp1,7 triliun atau 13,71 persen dari total kredit perbankan sebesar Rp52,1 triliun.","Kredit bank di Jawa Tengah pada bulan Februari 2007 mencapai Rp7,1 triliun, akuntansi sebesar 13.71 persen dari total kredit bank Rp52.1 triliun."
"Data perkembangan Nilai Aktiva Bersih NAB Reksa Dana dalam 2 tahun terakhir menunjukkan pergerakan yang fluktuatif dimana setelah sempat mencapai sekitar Rp114 triliun pada bulan Pebruari 2005, pada akhir 2005 mengalami penurunan yang cukup drastis sebesar 74,56 persen menjadi sekitar Rp29,35 triliun.","Nilai aset bersih dalam industri reksa dana bersama dalam dua tahun terakhir telah berfluktuasi setelah mencapai sekitar Rp114 triliun pada bulan Februari 2005, pada akhir tahun 2005 turun drastis oleh 74.56 persen hanya untuk sekitar Rp29.35 triliun, katanya."
"Abdul Tawala Ibn Ali Alishtari didakwa mendanai aksi terorisme dan tindakan pencucian uang karena melakukan pembayaran tidak jelas dengan secara rahasia mengirimkan 152 ribu dolar AS untuk pembelian peralatan termasuk kacamata malam di paruh kedua 2006, kata dakwaan yang dibacakan di pengadilan distrik di Manhattan, AS.","Abdul Tawala Ibn Ali Ali Ali Ali Alilistari dituduh mendanai terorisme dan dengan pencucian uang untuk menerima pembayaran yang tidak ditentukan untuk diam-diam mentransfer $ 152.000 untuk peralatan termasuk kacamata penglihatan malam di paruh kedua 2006, mengatakan sebuah dakwaan yang tidak ditutup di Pengadilan Distrik AS di Manhattan."
"""Ketika Beamer bepergian ke Kamboja, dia bertemu dengan tiga orang yang diketahuinya melalui GV dan kini bekerja sama dengan seorang penulis GV dalam sebuah proyek.""","""Ketika dia pergi ke Kamboja, dia bertemu dengan tiga orang yang dia temukan melalui GV, dan sekarang bekerja dengan penulis GV dalam sebuah proyek."""
"Petenis nomor satu Inggris itu selanjutnya akan berhadapan dengan petenis Prancis lainnya, pemenang pertandingan antara Gilles Simon dan unggulan kedelapan Paul-Henri Mathieu.",Inggris nomor satu sekarang akan bertemu Perancis lain karena ia menunggu pemenang bentrokan antara Gilles Simon dan benih nomor delapan Paul-Henri Mathieu.
"Oleh karena itu, kita tidak yakin terdapat problem dalam arti ancaman terhadap binatang lain atau masyarakat, kata Ron Glanville, ketua dokter hewan pada departemen industri primer Queensland.","Jadi kami tidak percaya ada masalah dalam hal ancaman terhadap hewan lain atau masyarakat, kata Ron Glanville, Queensland departemen utama industri kepala dokter hewan."
"Bilbao adalah pemenang pertandingan tersebut 2-1 pada saat itu dan RFEF mengatakan dalam satu pernyaraan melalui situs web mereka, Hasil tersebut ditetapkan sejak ketika pertandingan dihentikan.",Bilbao memenangkan pertandingan 2-1 pada saat itu dan RFEF mengatakan dalam pernyataan di situs Web mereka Hasilnya akan berdiri dari ketika permainan dihentikan.
"Sebaliknya, terdapat pertentangan mencolok ketika teori evolusi dihadapkan dengan penemuan-penemuan ilmiah dalam berbagai bidang seperti asal usul kehidupan, genetika populasi, anatomi perbandingan, kepurbakalan, dan biokimia.","Sebaliknya, ada kontradiksi yang mencolok sewaktu teori evolusi dibandingkan dengan temuan ilmiah dalam berbagai bidang seperti asal mula kehidupan, genetika populasi, anatomi perbandingan, paleontologi, dan biokimia."
"Menurutnya, peringkat tersebut mencerminkan profitabilitas bank yang kuat, kapitalisasi yang kuat dan kualitas aset yang dapat dikendalikan.","Peringkat menunjukkan keuntungan bank yang kuat, kapitalisasi yang baik dan aset yang dapat diandalkan, analis Pefindo Hendro Utomo mengatakan dalam sebuah pernyataan pada hari Jumat."
"Seperti halnya saat banjir bandang melanda sebuah tempat terpencil di Amerika Serikat, dimana sekitar 40 keluarga tinggal dalam mobil trailer.","Seperti pada banjir besar yang menghantam daerah terpencil di Amerika Serikat, di mana sekitar 40 keluarga tinggal di trailer."
Petenis peringkat tiga dunia dan unggulan kedua Kuznetsova dijadwalkan bertemu sesama petenis Rusia Ekaterina Makarova pada pertandingan malam.,Benih dunia ketiga dan kedua Kuznetsova dijadwalkan bermain sesama Rusia Ekaterina Makarova dalam pertandingan malam.
"""Menanggapi merebaknya kasus, Badan Perlindungan Kesehatan di Inggris mengumumkan minggu lalu bahwa mereka telah memeriksa kode genetik H1N1 secara menyeluruh, langkah pertama dalam memproduksi prototipe Eropa untuk vaksin flu babi.""","""Dalam menanggapi wabah ini, Badan Perlindungan Kesehatan Inggris mengumumkan minggu lalu bahwa mereka telah mengurutkan kode genetik lengkap dari virus H1N1, langkah pertama dalam memproduksi prototipe Eropa vaksin flu babi."""
"Pemain yang tidak diunggulkan dari Uzbekistan, Akgul Amanmuradova, membuat kejutan ketika mengalahkan juara bertahan Yaroslava Shvedova dari Rusia pada putaran pertama turnamen tenis WTA Bangalore Terbuka yang berlangsung Senin waktu setempat.",Unseed Uzbek Akgul Amanmuradova menarik dari marah besar di WTA Bangalore Open ketika ia mengalahkan juara bertahan Yaroslava Shvedova Rusia di putaran pertama di sini pada hari Senin.
"""@takwiram: Dari Faksi & fraksi, partai-partai terpecah & memperebutkan pemilihan.""","""@takwiram: Dari faksi & fraksi, partai terpecah & ikut dalam pemilu."""
"Padahal, seorang produsen tidaklah semata-mata menjalankan aktivitas produksinya berdasarkan motif dan orientasi keuntungan.","Sementara itu, seorang produser tidak hanya melatih produksinya berdasarkan motif dan orientasi keuntungan."
"Deputi presiden FFI Mehdi Taj mengatakan pada televisi milik pemerintah bahwa Qotbi, pelatih Persepolis Tehran, telah mengungguli empat saingan lokalnya untuk menduduki pos tersebut.","Wakil presiden FFI Mehdi Taj mengatakan kepada televisi negara bahwa Qotbi, pelatih Persepolis Teheran, telah memenangkan lebih dari empat pesaing lokal lainnya untuk pos."
"""Sejauh ini kami belum menemukan satu contohpun, tapi setiap orang yang tertarik dalam mengorganisasikan sebuah kampanye advokasi politik via Twitter akan dilayani dengan baik dengan membaca studi kasus yang ditulis oleh Renata Avila.""","""Sejauh ini kami belum menemukan contoh apapun, tapi siapa pun yang tertarik dalam mengorganisir kampanye advokasi politik melalui Twitter akan dilayani dengan baik dengan membaca studi kasus ini oleh Renata Avila."""
"""Memang benar-benar Ratu yang mencicit-tweeting, karena kita sering melihat cicitan pribadinya seperti yang berikut ini, ia juga menggunakan fasilitas twitpic dimana ia memposkan foto dirinya dan anaknya.""","""Sepertinya Ratu secara pribadi yang men-tweet, karena kita melihat tweet pribadi seperti ini, dia juga menggunakan twitpic di mana dia diposting foto dirinya dan anaknya. """
"""Banyak laporan-laporan tentang penganiayaan pembantu rumah tangga sudah dibuat, termasuk yang satu ini seperti dilaporkan oleh redaktur Tingis, Anouar Majid.""","""Laporan tentang perlakuan buruk terhadap pelayan rumah tangga telah dibuat, seperti yang satu ini oleh editor Tingis Anouar Majid."""
Kekalahan 1-5 Valencia di kandang Athletic Bilbao pada Minggu membuat tim tersebut dua poin di atas zona degradasi.,5-1 Valencia kalah di Athletic Bilbao pada hari Minggu meninggalkan tim dua poin di atas zona drop.
"Peng Zhen, mantan ketua parlemen China, adalah pemimpin China terakhir yang berpidato di hadapan parlemen Jepang dalam tahun 1985.","Peng Zhen, mantan kepala parlemen Cina, adalah pemimpin terakhir Cina yang menghadap parlemen Jepang pada tahun 1985."
"Kahn, yang akan mundur dari sepakbola liga Jerman pada akhir musim lini, mengatakan Bayern memasuki puncak penampilan mereka setelah mengalahkan Hanover 3-0 Minggu lalu dan pimpinan klasemen itu mengincar tiga angka lagi.","Kahn, yang akan pensiun dari sepak bola liga Jerman pada akhir musim, kata Bayern mendekati puncak mereka setelah mengalahkan Hanover 3-0 Minggu lalu dan para pemimpin liga mencari tiga poin lagi."
Namun para barista telah mendorong fenomena kopi kreatif ini ke level yang baru dengan patung busa 3D.,Tapi barista telah mendorong fenomena kopi kreatif ini ke tingkat baru dengan patung busa 3D.
"""Tujuannya adalah menciptakan dialog yang terarah antar budaya Israel, yang dilakukan dalam bahasa Arab dan Hebrew. (Karya ini merepresentasikan) generasi baru bagi para penulis dan pembaca, yang terpecah karena kendala bahasa, budaya, politik dan batas fisik, yang menyebabkan mereka tidak mengenal dengan literatur modern yang bermunculan di sekitar mereka.""","""Tujuannya adalah untuk menciptakan konvergensi dialog antara dua budaya Israel yang bersemangat, dalam bahasa Arab dan Ibrani. Sebuah generasi baru dari penulis dan pembaca, yang karena kendala bahasa, budaya, politik, dan batas fisik tidak akrab dengan apa yang terjadi di adegan sastra modern tetangga mereka. """
"Malisse yang tidak diunggulkan, mengalami musim pahit pada 2007 karena cedera pergelangan tangan serius yang membuat peringkatnya melorot ke 112 dunia, menunjukkan kelasnya untuk menyingkirkan unggulan keenam.","Malisse yang mimpi nya mulai 2007 berubah menjadi asam setelah cedera pergelangan tangan serius yang meninggalkan dia peringkat 112 di dunia, menunjukkan kelasnya untuk mengusir benih keenam."
"""Di Amerika Serikat, undang-undang anti pernikahan antar ras di banyak negara bagian melarang pernikahan orang Amerika kulit putih dengan orang Amerika kulit hitam (dan orang Amerika dengan beberapa etnis lainnya) di beberapa negara bagian.""","""Di Amerika Serikat, hukum anti-miscegenasi di banyak negara bagian melarang pernikahan orang Amerika kulit putih kepada orang kulit hitam (dan orang Amerika dari beberapa etnis lain) di beberapa negara bagian."""
Marseille unggul lebih dulu di Rennes melalui pemain depan Djibril Cisse tetapi tim tuan rumah menyamakan kedudukan sebelum jeda pertandingan berkat mantan striker Marseille Mickael Pagis.,Marseille memimpin di Rennes melalui maju Djibril Cisse tapi sisi rumah setara sebelum istirahat berkat mantan striker Marseille Mickael Pagis.
"Kami bereaksi segera dengan memberi tahu warganegara kami mengenai peringatan yang mendesak warga asing pada umumnya untuk berhati-hati dan segera menghubungi polisi jika mereka merasa sedang diawasi, kata jurubicara Kedutaan Besar Perancis Alain Guepratte.","Kami telah segera memberi tahu warga negara kami tentang peringatan yang mendesak orang asing secara umum untuk berhati-hati dan segera menghubungi polisi setelah mereka menyadari bahwa mereka sedang dipantau, juru bicara kedutaan Prancis Alain Guepratte mengatakan."
Mantan pelatih berusia 57 tahun itu membawa Romania maju ke babak perempatfinal Piala Dunia 1994 dan mengakui bahwa pada saat itu ia tidak pernah mengira ia akan menjadi senator satu hari nanti.,Anak 57 tahun memandu Romania ke perempat final Piala Dunia 1994 dan mengakui bahwa saat itu ia tidak akan pernah berpikir ia akan menjadi senator.
"Kedua kelompok tersebut, yang disebut teroris oleh Washington, bertikai untuk menguasai rute-rute penyelundupan kokain dari provinsi tersebut ke negara tetangga Venezuela.","Kedua kelompok, teroris bermerek oleh Washington, memperebutkan kendali atas rute penyelundupan kokain dari provinsi ke Venezuela tetangga."
"""Area Masaa (jalur dan area tawaf) telah ditambah menjadi sebesar 57,000 meter persegi untuk mengakomodir 70,000 jemaah, dengan kapasitas masjid yang bertambah dari 44,000 orang/jam di jalur tawaf ke 118,000 orang/jam.""","""Area Masaa meningkat 57.000 meter persegi untuk mengakomodasi 70.000 penyembah, dengan kapasitas masjid meningkat dari 44.000 orang/jam di jalur circumbulation ke 118.000 orang/jam."""
"Untuk tetap melindungi nasabah, BI tidak mengubah batas maksimum nilai dana yang dapat ditarik melalui mesin ATM yakni sebesar Rp10 juta per rekening per hari.","Untuk melindungi klien bank, bank sentral tidak mengubah batas maksimum penarikan uang melalui ATM yang tetap di Rp10 juta per akun per hari."
"Mungkin terlihat aneh bahwa fosil dari suatu daerah kecil, betapapun menariknya, ternyata menjadi pusat perdebatan sengit tentang permasalahan seluas itu dalam biologi evolusi.","Mungkin tampak aneh bahwa fosil dari satu lokalitas kecil, tidak peduli seberapa menarik, harus terletak di pusat perdebatan sengit tentang masalah-masalah luas seperti dalam biologi evolusi."
"Tiga kali juara Roger Federer dengan tidak mengeluarkan banyak keringat mengalahkan petenis Prancis, Nicolas Mahut, 6-1, 6-1 pada putaran ketiga turnamen tenis Pacific Life Terbuka, Selasa.",Tiga kali juara Roger Federer hampir tidak mengangkat keringat dalam menyikat samping Prancis Nicolas Mahut 6-1 di Pacific Life Open putaran ketiga pada hari Selasa.
"Beberapa pejabat negara bagian mengirim tim pencarian dan pertolongan, mobil ambulan, generator dan lampu darurat guna membantu penarian penyintas (survivor).","Pejabat negara mengirim tim SAR, ambulans, generator dan lampu darurat untuk membantu pencarian korban selamat."
"""Dalam kedua kasus, data pencarian tersebut cenderung serupa dengan data Tor Metrics, dengan aktivitas ringan sebelum lonjakan pada tahun 2013.""","""Dalam kedua kasus, data pencarian cenderung mencerminkan bahwa Tor Metriks, dengan hanya aktivitas sedang sebelum lonjakan 2013. """
"""Foto-foto peti jenazah yang ditutupi bendera diarak disepanjang jalan Wootton Bassett atau baru saja keluar dari Brize Norton... foto seorang prajurit yang tersenyum, namun penjelasan foto mencantunkan tanggal kematian prajurit tersebut.""","""Gambar peti mati yang dikerumuni bendera mengemudi melalui Wootton Bassett atau keluar dari Brize Norton... gambar seorang prajurit tersenyum, tapi keterangan di bawahnya memberikan tanggal ia meninggal. """
Runtuhnya Tembok menjadi jawaban populer (24 persen) untuk pertanyaan “Peristiwa tahun 1989 manakah yang paling penting menurut Anda”; 50% dari responden menyebut penarikan kembali pasukan Soviet dari Afghanistan sebagai peristiwa “paling penting” tahun itu.,"""Kejatuhan The Wall adalah jawaban populer kedua (24 persen) untuk pertanyaan ""Hal apa yang paling penting pada tahun 1989 ""; 50 persen responden menyebut penarikan pasukan Soviet dari Afghanistan sebagai ""yang paling penting"" peristiwa tahun itu. """
"""Ketika ledakan pertama terjadi di Ossetia di pusat pasar, saya seorang mahasiswi universitas.""","""Ketika ledakan pertama terjadi di Ossetia di pasar pusat, saya adalah seorang mahasiswa."""
"""mirageinblue: (aku) lihat hillary clinton di lobi. dahsyat oplet: Obama Fans Club memprotes kedatangan Hillary Clinton di Jakarta, mereka hilang simpati padanya sejak kampanye presiden""","""Mirageinblue: melihat Hillary Clinton di lobi. mengagumkan oplet: Obama Fans Club tahap protes terhadap Hillary Clinton di Jakarta, mengatakan mereka hanya tidak bahwa ke dalam dirinya sejak pemilihan presiden"""
Shaari berpendapat Internet harus terbuka untuk dialog dan diskusi yang sehat dan mendukung toleransi:,Shaari berpikir bahwa Internet harus terbuka untuk dialog yang sehat dan diskusi dan untuk mengembangkan toleransi:
Gas ketawa digunakan di bidang kedokteran karena memiliki efek membius.,Gas tertawa digunakan dalam bidang medis karena memiliki efek anestesi.
"Untuk menyimpan angka yang lebih besar, beberapa bytes yang saling berurutan dapat digunakan biasanya, dua, empat hingga delapan.","Untuk menyimpan angka - angka yang lebih besar, beberapa byte yang berturut - turut biasanya digunakan, dua, empat atau delapan."
"Para perusuh membentuk rintangan-rintangan di jalan-jalan, menyergap polisi, membakar dua pos polisi dan membebaskan para tahanan di Duinguiraye, 400 kilometer dari timur-laut Conakry.","Para penyerang mendirikan barikade di jalan-jalan, polisi overpowered, membakar dua stasiun polisi dan membebaskan tahanan di Duinguiraye, 400 kilometer timur laut Conakry."
"""Namun satu hal yang pasti, seperti Jo tekankan dalam blog Jo's Department - setiap orang mengharapkan kepulangan kedua jurnalis tersebut dengan selamat:""","""Tapi satu hal yang pasti, seperti yang Jo tunjukkan di blog Departemen Jo - semua orang berharap untuk kembali wartawan 'aman """
"Kelompok itu dinyatakan memperingatkan bahwa Amerika Serikat mungkin memunyai tidak lebih dari enam bulan untuk memulihkan ketenteraman di Irak atau Washington harus melaksanakan rencana B2 penarikan tergesa-gesa meninggalkan negara terpecah itu demi keselematannya, kata The Times.","Tim ini dikatakan menyadari bahwa AS mungkin tidak lebih dari enam bulan untuk memulihkan ketertiban di Irak, jika tidak Washington akan menerapkan Rencana B2 sebuah penarikan tergesa-gesa meninggalkan negara yang terbagi untuk nasib, The Times mengatakan."
"Saya akan berusaha mendengarkan pandangan-pandangan Presiden Mubarak mengenai situasi di kawasan ini, kata Gates, yang berbicara menjelang keberangkatannya ke Kairo.","Saya akan tertarik pada pandangan Presiden Mubarak tentang situasi di wilayah ini, kata Gates, berbicara di depan keberangkatan ke Kairo."
"Werder mengatakan dalam sebuah pernyataan, Minggu, bahwa pemain tengah Borowski menolak tawaran kontrak baru dan memilih untuk pindah ke rivalnya Bayern, tempat ia akan kembali bergabung dengan mantan pelatihnya di tim nasional Juergen Klinsmann.","Werder mengatakan dalam sebuah pernyataan pada hari Minggu bahwa pertengahan pemain Borowski menolak tawaran kontrak baru dan akan pindah ke saingan Bayern, di mana ia akan bersatu kembali dengan mantan pelatih tim nasional Juergen Klinsmann."
"""Setelah pihak oposisi menguasai Bishkek, mereka menghadapi bahaya besar lainnya: penjarahan.""","""Setelah pihak oposisi memenangkan Bishkek, mereka menghadapi bahaya serius lainnya: para penjarah. """
Lomba ke-6 yang diselenggarakan di luar Jepang ini untuk peserta dari negara-negara anggota Asia-Pasific yang beranggotakan lebih dari 100 stasiun televisi dan radio dari 50 negara.,Kompetisi keenam yang akan diadakan di sisi Jepang untuk kompetisi dari anggota negara Asia Pasifik yang memiliki lebih dari 100 anggota stasiun televisi dan radio dari 50 negara.
"""Dua RUU lainnya juga ikut diajukan, satu mengenai perkenalan janji kesetiaan terhadap Israel sebagai negara Yahudi dan satunya lagi mengenai penindakan kriminal tolakan publik Israel sebagai negara Yahudi.""","""Dua tagihan lain yang baru-baru ini diusulkan, satu memperkenalkan janji setia kepada Israel sebagai negara Yahudi, dan pidana lain penyangkalan publik Israel sebagai negara Yahudi. """
"""Lusinan narablog menyanggupi tantangan dan bergabung, namun segala sesuatunya berubah menjadi gerakan yang kohesif ketika Everton Zanella, yang berprofesi pengembang web yang bebasis di Sao Paulo, memutuskan untuk mendaftarkan dan mengkategorikan sepak terjang para narablog aktivis.""","""Dozens of bloggers bergabung segera, tapi itu tidak sampai Everton Zanella, pengembang web berbasis di Sao Paulo, memutuskan untuk daftar dan mengkategorikan semua aktivis blogger bahwa fenomena itu berubah menjadi gerakan kohesif."""
"""Di Burundi, pola cuaca yang tidak dapat diprediksi, yang ditandai dengan hujan deras dan kekeringan panjang, telah memusnahkan tanaman.""","""Di Burundi, pola cuaca tak terduga, dicirikan oleh hujan lebat dan kekeringan panjang, telah memukul tanaman."""
"Ambil atau ubahlah salah satunya, misalnya salah satu tulang telinga bagian tengah, maka tidak akan ada pendengaran sama sekali.","Ambil atau deform salah satu dari ini, mis salah satu tulang telinga tengah, dan tidak akan ada mendengar apa-apa."
"Tetapi setelah pertemuannya di Berlin dengan Hill, Kim menyatakan kepuasannya, seraya mengatakan.","Tapi setelah pertemuan Berlin dengan Hill, Kim menyatakan kepuasannya."
Penemuan tersebut juga berarti hal yang lebih buruk dapat terjadi pada danau-danau yang lebih kecil lainnya.,Temuan ini juga berarti kasus yang lebih buruk bisa terjadi pada danau - danau lain yang lebih kecil.
Seorang lagi pemimpin serikat pekerja ditembak di dada enam bulan lalu dan selamat.,Pemimpin serikat lain ditembak di dada enam bulan yang lalu dan selamat.
"Kita masih sedang dalam konfrontasi dengan musuh yang terus menduduki bagian-bagian tanah kita dan terus menahan orang-orang Lebanon, katanya.",Kami masih dalam konfrontasi dengan musuh yang terus menempati bagian tanah kami dan terus menahan tahanan Lebanon.
Usaha-usaha untuk mempertahankan jasa-jasa publik seperti pendidikan telah ada dan tumbuh mapan di Amerika Serikat.,Upaya untuk membela pelayanan publik seperti pendidikan sudah didirikan dengan baik di Amerika Serikat.
"""Walaupun beberapa situs porno masuk dalam daftar situs yang diblokir, ada sebuah situs yang mempunyai informasi tentang agama Kristen dan beberapa situs yang mempunyai informasi tentang Islam, menimbulkan kecemasan apakah situs berbasis-keyakinan beragama yang menawarkan pandangan lain dari pandangan yang telah diinterpretasikan oleh Kementrian Islam menjadi target.""","""Meskipun beberapa situs pornografi termasuk di antara daftar situs yang diblokir, ada sebuah situs dengan informasi tentang Kekristenan dan situs lain yang berisi informasi tentang Islam, meningkatkan ketakutan bahwa situs-situs berbasis iman yang menawarkan pandangan yang berbeda dari yang ditafsirkan oleh Kementerian Urusan Islam menjadi target."""
"Minggu lalu, Galaxy menempati urutan ketiga dalam turnamen sepak bola Pan Pacific Championship di Hawai, kalah 0-1 dalam pertandingan pertama atas klub Jepang Gamba Osaka sebelum mengalahkan klub dari Australia, Sydney FC 2-1, untuk mendapatkan tempat ketiga.","Pekan lalu, Galaxy finished ketiga di turnamen kejuaraan perdana Pan Pacific di Hawaii, kalah di pertandingan pembukaan mereka 1-0 ke klub Jepang Gamba Osaka sebelum mengalahkan Sydney FC 2-1 di pertandingan ketiga."
Pengembangan bioteknologi di Indonesia ini tentu tidak akan berjalan mulus-mulus saja.,Upaya untuk mengembangkan bioteknologi di Indonesia pasti tidak akan berjalan lancar.
Sumber-sumber air yang digunakan sebagai pembangkit seringkali menyurut dan jauh berkurang sehingga tidak dapat beroperasi secara optimal.,"Sumber air yang digunakan sebagai pembangkit listrik sering kali kering dan menurun secara signifikan, sehingga pembangkit listrik tidak dapat beroperasi secara optimal."
Hat-trick dari Daniel Guiza membantu memperburuk nasib tim kedua dari bawah Real Murcia dengan memberinya kakalahan kandang 1-4 melawan Real Mallorca yang meninggalkan mereka terpaut delapan poin.,Sebuah topi Daniel Guiza-trick membantu mengutuk kedua-bawah Real Murcia untuk kekalahan rumah 4-1 melawan Real Mallorca yang meninggalkan mereka delapan poin terpaut.
"""Di Bangladesh, jika seseorang tidak mengindahkan tuntutanmu, mengamuklah, maka tuntutanmu akan segera dipenuhi.""","""Di Bangladesh, jika tidak ada yang mendengarkan Anda kemudian pergi mengamuk dan tuntutan Anda akan dipenuhi segera. """
"Menurut Presiden, meskipun perjalanan bangsa ini tidak selalu mulus dan mudah, dengan medan yang dihadapi kadang-kadang curam dan terjal, namun harus ada keyakinan bahwa arah yang ditetapkan sudah benar.","Ia selanjutnya mengatakan meskipun perjalanan bangsa itu tidak selalu mulus dan mudah, harus ada kepercayaan bahwa arah yang diambil sudah berada di jalur yang benar."
"Untuk mendapatkan kondisi ideal ini perlu dihimpun cukup pemrogram yang mengetahui bahasa itu sehingga terbentuk sebuah tim, ketersediaan compiler untuk bahasa tersebut, dan keefisienan eksekusi program yang ditulis dalam bahasa tertentu","Perdagangan dari ideal ini melibatkan menemukan cukup programmer yang tahu bahasa untuk membangun sebuah tim, ketersediaan kompiler untuk bahasa itu, dan efisiensi program yang ditulis dalam eksekusi bahasa tertentu."
"Untuk mengungkap misteri air di Bulan, NASA telah menyiapkan pengiriman satelit LRO tahun ini.","Untuk mengungkapkan misteri air di bulan, NASA telah siap untuk mengirimkan satelit LRO tahun ini."
"""Tormozz menyaksikan peristiwa luar biasa terkuak ketika ia bertualang sepanjang Kazakhstan, dimana ia mengunjungi kota Aralsk, terutama tempat SPBU, dan ada…""","""Termozz menyaksikan adegan menakjubkan terungkap saat ia melakukan perjalanan di Kazakhstan, di mana ia mengunjungi kota Aralsk, khususnya pompa bensin, dan ada..."""
"""Ternyata, tidak ada yang baru mengenai surel tersebut, atau pun prangko.""","""Sepertinya, tidak ada yang baru tentang surat itu, atau perangko."""
"Ditambahkannya, Saya juga telah bertemu dengan utusan Taliban, sehingga proses ini telah berjalan cukup lama.","Aku punya beberapa Taliban datang untuk berbicara kepada saya juga, sehingga proses ini telah ada untuk waktu yang lama."
"Perpindahan habitat ini mengancam habitat beruang kutub juga, sebab es tempat dimana mereka tinggal juga mencair.","Gerakan habitat mengancam beruang kutub juga, karena es mereka hidup mencair juga."
Damaskus sudah tentu takut Mitchell akan menanyakan pada penduduk Suriah untuk bertemu dengan Netanyahu tanpa syarat.,Damaskus pasti takut Mitchell akan meminta Suriah untuk bertemu dengan Netanyahu tanpa syarat.
Mereka menuntut pengunduran diri dari Perdana Menteri yang pengangkatannya mereka anggap tidak sah dan tidak demokratis.,Mereka menuntut pengunduran diri Perdana Menteri yang mereka tuduh tidak sah dan tidak demokratis.
"Nadal, tersingkir di semifinal tahun lalu, mengawali pertandingan dengan baik tetapi Moya bangkit setelah kehilangan satu servis dan menyelamatkan dua set poin sebelum memenangi tiebreak set pertama dengan skor 7-3.","Nadal, knocked out di semi-final tahun lalu, dimulai dengan baik tapi Moya bangkit kembali dari istirahat dan disimpan dua set poin sebelum meraih set pertama dasi istirahat 7-3."
"""Hanya 0.1% dari populasi memiliki akses internet, menjadikan majalah seperti Tempo Semanal (tempat Belo bekerja) sumber informasi terbesar negara.""","Hanya 0,1 persen penduduk yang memiliki akses internet yang membuat majalah berita seperti Tempo Semanal (kertas Belo) sumber utama informasi di negeri itu."
"Ahli paleontologi evolusionis J.L.B.Smith mengatakan, kalaupun saya bertemu dengan dinosaurus di jalan saya tidak akan lebih terkejut.","Para ahli paleontologi evolusi J.L.B.Smith berkata, Jika saya bertemu dinosaurus di jalan saya tidak akan lebih heran."
"Faktor internal secara langsung mempengaruhi kondisi iklim dan menentukan pembagian iklim dunia, seperti posisi matahari, distribusi lautan dan daratan, daerah tekanan tinggi dan daerah tekanan rendah, angin dan massa udara, tinggi tempat, barisan pegunungan, arus laut, badai.","Faktor internal secara langsung mempengaruhi kondisi iklim dan menentukan distribusi iklim dunia seperti posisi matahari, laut dan daratan utama, dataran tinggi tekanan rendah, massa angin dan udara, tinggi, gunung, arus laut, dll."
"""Bo Xilai diilustrasikan sebagai tokoh mitologi Yunani Ikarus, yang berusaha terbang menuju matahari menggunakan sayap berbahan lilin.""","""Bo Xilai digambarkan sebagai tokoh mitologi Yunani Icarus, yang mencoba terbang terlalu dekat dengan matahari dengan satu set sayap yang terbuat dari lilin."""
"Kebanyakan korban adalah warganegara Pakistan, tapi sebagian orang India dan tiga polisi jawatan kereta juga tewas dalam serangan itu, kata beberapa pejabat.","Kebanyakan korban adalah orang Pakistan, tetapi beberapa orang India dan polisi kereta api hree meninggal dalam serangan itu, kata pejabat."
"Asumsi harga minyak sebesar 110 dolar AS per barel itu merupakan asumsi harga rata-rata selama 2008, di mana rata-rata harga minyak dari saat ini hingga akhir tahun mencapai 120 dolar AS per barel, kata Menkeu.","US$110 per barel adalah asumsi harga rata-rata untuk 2008 di mana rata-rata harga minyak dari sekarang sampai akhir tahun ditetapkan di US $ 120 per barel, katanya."
"Zambia, yang penampilan terbaiknya berakhir sebagai runners-up pada 1974 dan 1994, menghadapi empat kali juara Kamerun, juara bertahan Mesir dan Sudan dalam salah satu dari empat liga-mini pada putaran pertama.","Zambia, yang posisi terbaik adalah menyelesaikan pelari pada tahun 1974 dan 1994, menghadapi empat kali pemenang Kamerun, membela juara Mesir dan Sudan di salah satu dari empat liga mini pertama."
